order_id,amount,device,is_fraud
4d45f788-e4be-4d64-8b38-1a0e904c2802,144.68,desktop,0
3cc0ee15-cdff-4c04-8f53-202f604e56e6,169.35,desktop,0
f105769a-530b-4d26-9e84-16ed64e97a44,277.73,mobile,0
ae5b1198-1e1a-4741-8bd0-af0497ee63d4,469.2,desktop,0
1b6458c6-6f54-4c3c-9cb1-e2b232d84400,34.43,desktop,0
3c78bffc-2a42-4bdf-b4a6-b56ab8fe4ed3,62.36,mobile,0
98ea8e15-25ad-4347-a442-f38bf043f5f4,318.8,mobile,0
f00ac844-cbaf-4a9d-8e65-7258f211972d,454.93,mobile,0
24992916-8ca3-44be-9b84-0ebe3f954181,128.76,mobile,0
bff60b1e-3a13-482d-a863-4a2b7570c5b1,317.56,mobile,0
b5d7bb89-b97f-448d-b1fe-c1144d4b6336,209.06,desktop,1
909ce3a4-c4ea-4c71-8e93-1ba5dac5b750,365.09,mobile,0
e4088d58-0561-449c-8705-176950192261,496.2,desktop,0
23e9d283-32b5-4e05-839d-6091f051b714,22.48,desktop,0
afc3c8f1-c970-43f2-bdf4-1ac4290e1e53,364.82,desktop,0
94e53642-fbb0-4b6f-829c-fb50c584b1e8,403.31,mobile,0
581b5a0f-69a7-48aa-9167-bedf0b9026ef,223.97,mobile,0
12f2e506-27fc-4bd7-a4bb-a582f84a26c1,213.89,desktop,0
a2066652-f96c-4299-93e5-f4c6614ac8a8,310.04,mobile,1
f5d5458b-c99e-4049-b91e-343a16cbb6ac,458.04,mobile,0
5bdb91f9-c8e8-4642-af2d-08ed6a38b875,496.46,mobile,0
ad9e8087-d1ec-4766-81b7-702fe14e698c,402.76,desktop,0
43ca4b76-d772-4736-961c-9185ad4cd28c,414.42,desktop,0
4c2e0238-fd90-481d-9f3d-8c1a01250363,254.99,desktop,0
1911a122-774b-4241-a748-debc42e7aaff,291.79,mobile,0
e7fade20-0a0c-4122-949f-d13e3675c6e4,335.36,desktop,0
6812c28f-d1f2-4831-99f3-6c1f99c43b07,388.98,desktop,0
c3e25227-cfaa-45a7-a185-436f00377063,315.33,desktop,0
ed6cdb72-7cf8-4535-8720-6ececbee5ee1,346.23,desktop,0
4b667b08-c569-4d47-b83d-08fbc8b19be0,77.0,mobile,0
f93c1d71-0270-44cf-8af7-97d767fcca62,37.49,desktop,0
7e4b59e8-fbd2-4b26-9256-c19e9f92a512,371.69,mobile,0
cac30f03-9a6e-4d82-ac36-9906827ffcbb,111.46,desktop,0
6841260a-7d6a-4c61-84c4-62bc8d72b747,478.69,desktop,0
44c03544-f487-4629-928b-a338d6344f0b,203.53,mobile,0
0b6db47a-fc0a-49ea-994f-aed3dad95df7,237.21,desktop,0
b21d3bfb-6f54-43cd-9bb3-358e2969d1bc,250.92,mobile,0
6f51325e-1b61-437f-8a62-4b99f17ad078,17.7,desktop,0
60b26044-c387-478e-8475-458611d64ea6,432.52,mobile,0
8895170f-e7ed-4435-91e5-37cbc3c59ecd,442.69,mobile,0
842a24bf-d9a1-41ae-8aae-a0c67212a035,150.76,mobile,0
523034e6-8b6d-4b3b-a1fe-3398bf3d3922,186.87,mobile,0
e4799f75-d42c-4743-87a2-02bfdf76a678,382.91,desktop,0
83646f11-8958-4925-8d49-e2cd5c49973b,275.1,desktop,0
afb329e4-97b6-45f5-ae65-4f975ca53aba,255.87,mobile,0
10d007b8-c0b7-4cee-9ef9-74d2dd3a8f76,325.11,mobile,0
8c8c4448-4232-45bc-8622-4c8d12fb0e65,378.62,desktop,0
6a6582d3-8b8b-4c8d-ac22-768587b6f04a,280.68,mobile,0
eed1919a-97b8-42e7-90cc-dc51d03a08ba,453.89,mobile,0
8a4fb9c9-b37e-488f-ae0c-654009db9a23,177.08,desktop,0
a8e373d1-2172-4f89-9151-551f6e3d20bc,432.59,desktop,0
8822998a-ff5a-4fab-89c1-9d93592837bf,370.46,mobile,0
bbd392b8-b54d-49cb-8355-72fae87c846f,153.09,mobile,0
4d29cb71-6aaa-4976-bf11-cef097977532,20.52,desktop,0
1ac5e7d1-8fa3-493c-b5fe-a715f7bd8c4a,203.14,desktop,0
e3242fe2-7b31-400a-933d-4b30860fa864,456.61,mobile,0
7b2281db-0c95-48d7-b582-bc0307adb8aa,32.37,desktop,1
333ffc21-07e9-4ad6-8e15-6d3e2c619ead,446.88,mobile,0
e584cd42-e92f-4241-8851-3e0f54343a21,330.59,desktop,0
0d9ba4ac-38ce-4b35-9669-f5ec605c066d,225.96,mobile,0
251837f6-f42b-4295-a3ea-c873d40f3a73,448.04,mobile,0
c00768ef-e554-4a06-a7a5-02267899bc87,260.33,mobile,0
0ddfca6e-8e56-4e4b-9c7b-98337e81da9e,315.28,desktop,0
64ab97e1-16e2-4cf8-9ee2-860dd73c1445,230.49,desktop,0
b0a883e2-667d-442c-a2d6-426fba8278df,108.26,desktop,0
6241da9f-ee14-434e-9758-80caf0472114,380.74,mobile,0
f3ac55ce-2820-4309-9df0-27527627f642,361.8,mobile,0
a24e15d8-4d22-472a-842e-1b999fcfa2e4,287.97,desktop,0
c92e6432-8abf-4b46-bd90-f34f7bc43532,236.63,mobile,0
380ed224-b7f1-4dcb-97ef-38ea3e3f60de,247.22,desktop,0
795968cb-1a16-4f29-b9fe-a83bfc79ce5b,390.85,desktop,0
4765f5c5-25b8-43af-96f6-bb1a3d994d4a,328.95,mobile,0
e3601dc9-9c0d-44d2-a25c-b073bd47ee46,188.38,mobile,0
41af88f8-0da1-4589-b170-c962916678f7,31.86,desktop,0
5608f0e8-e6ca-47f6-b647-dcb6bba83958,269.39,mobile,0
0f1d1136-894b-4c43-aa13-bfd0a0806df8,208.26,mobile,0
2bf8c8ba-2afa-491a-a4fb-1d6ea58da534,84.63,mobile,0
03a08004-112f-47aa-9bb8-f64088b2c9bb,135.32,desktop,0
e4f60891-4faf-4041-8382-a63b59ac418a,119.06,mobile,0
00b28bcf-1125-4e03-b86f-b713db922d50,22.04,desktop,0
e6d1433c-021b-4fe6-9ba8-c3c864f83a84,342.93,desktop,0
9d3228f0-dce3-404f-9a0e-47f79f8a2623,151.67,desktop,0
977b6425-1653-4cdc-bfb4-f42169e7922f,59.23,mobile,0
587d0cf7-ece9-460b-bda6-3260085fe6dd,451.08,mobile,0
f2f86f6a-0935-4612-a1e3-ef507998602a,404.16,desktop,0
3945cfb2-1d48-414a-a13a-d1d497352a02,235.27,mobile,0
40d7ea0d-548d-4d04-ab8b-bfa53728023b,101.38,desktop,0
406229c9-65bf-4975-bc76-ce2808d6842a,260.32,desktop,0
81fd0418-4c60-4396-9672-f178336d54a4,356.83,desktop,0
295e14eb-495a-4b34-a0ce-1462c38363e3,208.16,mobile,0
8aff6b1d-a0f6-43ec-b02b-13ad186a7be4,334.02,mobile,0
d9a8e5f1-2d52-458c-af78-34d707c950b3,406.37,desktop,0
44d5e414-cb11-4b76-b0da-4b3a96a70561,80.11,mobile,0
6f695713-3a53-42c1-8d85-d22a51563a68,140.76,mobile,0
45bb2db0-81ac-40fa-b792-739c3e93a06e,371.37,desktop,0
6c57e4a3-1791-46cf-9104-299de2feb5d7,124.25,desktop,0
bfe5fb21-e4f3-49c2-a349-c8c94a373e12,199.3,desktop,0
dec4c20b-da94-40ff-8a75-79c57fee2ef7,261.4,mobile,0
56c63f1b-1365-44af-bce4-4ca70f084971,177.59,mobile,0
2e39943b-3aa2-418c-bc67-ee2d22ef8b4c,35.58,desktop,0
62fc1a97-f723-4f4b-abad-82ad9cdca924,182.35,desktop,0
c460c00b-b8a8-4827-add5-ae4ae75fec3a,278.56,desktop,0
9ef06b1f-5be4-4b1c-97bc-775a52f962cf,393.43,mobile,0
70508b9d-f1a7-457c-bb37-35a88ba02996,72.08,desktop,0
740c07f6-ab6f-4fff-a1d4-4b319add4710,499.22,desktop,0
86048890-2c50-43cf-96b0-10106c17b3c0,454.52,mobile,0
5191a799-d93e-4a39-bca7-349f33f9acdc,415.75,desktop,0
e1d2ece6-adfe-4b41-93e3-a3eed16f4959,433.66,mobile,0
65b34275-0159-4935-b1ec-23653668a903,153.32,desktop,0
b6f24408-ede7-45c2-852d-e3a38d35f300,302.86,desktop,0
6af965b6-8b61-4239-8515-558f57e2220c,190.72,mobile,0
e9a2443a-f3ca-4fcb-bf02-d9c1774fde52,237.49,mobile,0
7654356c-4c4a-4243-ad98-a98c569f4f39,34.96,desktop,0
2829c8e2-1aa3-40a5-868d-9ed109b608a9,335.37,mobile,0
ca702df6-40e0-4e59-8fb1-e79ffaf1e683,448.8,mobile,0
fa0e4ee6-0da8-45fc-aff2-6cc44bdfc330,83.73,mobile,0
7bb25d43-4a70-420a-8378-51bb2c5ab118,130.15,mobile,0
307d1f0e-ecd9-4d4e-89bc-0f0abac79efa,160.93,mobile,0
0a2df949-7636-4322-834e-826663f3287e,210.96,desktop,0
69f328b2-d1a5-47fc-8884-d6408a5c9afb,62.7,mobile,0
6849dd2c-7e6d-49f4-9306-5bec97e643d3,167.82,mobile,0
e91b40ba-9ed0-4f78-a49b-872cc75a5e0d,264.38,desktop,0
3a5ded51-0bd9-47a8-b1e8-97b6f2a61812,375.13,mobile,0
ad75cf6e-faad-477a-baa8-d0b943e7bc2a,344.47,mobile,0
f70c234e-f0c4-4697-bed2-d33407af89d1,174.58,desktop,0
eaa08f73-c88c-470d-9b9f-29d68265c94e,244.11,mobile,0
f7e054de-9e82-4c9e-bf6a-d3e635440243,192.18,desktop,0
ddc9407a-4bb4-4eab-89e2-5ee89a0c8bc8,53.49,mobile,0
97963c14-4d61-4146-9abc-6e91f1d4908e,315.36,mobile,0
83386cc5-1cee-4911-bd9f-c4175075adb9,70.76,desktop,0
e2918345-c085-41bd-bedb-1326b098549e,453.33,mobile,0
254c4f9e-f3c6-4b9f-873e-15bf4ff1dc4a,472.67,desktop,0
9ec5f0c6-ab43-409d-a546-4b826f0b64ea,220.9,mobile,0
6e34a7b3-ab5a-483d-a391-bb650a94e892,243.95,mobile,0
79725574-6ab5-4b90-8dd9-5bf4988f732b,65.32,mobile,0
9a811907-1305-4502-b2d8-ae0b6d024b86,212.9,mobile,0
dd30288a-8d4b-4eae-b28e-1e7b214938a6,22.12,mobile,0
37db5932-50ef-44ec-a5e9-f2bffa751e30,112.1,mobile,1
6971b0c1-38b8-43b6-bb97-8319291198da,471.81,mobile,0
18ef078c-f79f-421c-a115-8dfb14ca17eb,369.1,mobile,0
e47b37c0-8da6-4c48-984c-234f27f7f4cb,497.14,mobile,0
c06ebf69-0c60-4ab2-8091-2ac1cdd257a1,334.52,mobile,0
e44c887e-cc63-4a98-a708-d99f773c9fee,67.72,desktop,0
4dceb219-d351-4fa8-85d2-02d8f6419c9c,358.21,desktop,0
4c4fcd83-01e2-4a00-9c2f-9eaca1f470d5,361.48,mobile,0
fd4f6b06-deb0-4da6-88cb-160d4ab28894,225.16,desktop,0
25ddd4dd-ea0e-4384-99b3-1fba4abdc05a,264.5,desktop,0
dfd6a65d-6999-445c-b4d0-8deddd5c9daa,382.08,mobile,0
ec5b8659-9c18-4813-ae06-51f5fbae8c82,90.49,desktop,0
eb842dd3-5997-4065-b8bf-7fc4db44594a,212.05,desktop,0
d2399b41-971a-48ac-ba8e-b0ade320dfec,128.67,mobile,0
99f3d94b-6e7c-47e9-ba9b-df2923fde44a,317.92,mobile,0
0f6da9a4-800c-4cfe-b744-3151081405a2,480.82,desktop,0
d1c33b21-4d3f-4511-977a-ea4658d45533,487.74,desktop,0
ae785c85-2d69-4122-83e4-e8426d6dcc76,305.53,mobile,0
404064e6-7e7c-4f59-a113-a88a44ac9265,160.2,desktop,0
3644b9b8-2410-45d4-b09a-54ae82c9e5e6,89.89,desktop,0
8ce1cfa3-92b5-4f57-8e8d-47145177ac6f,166.54,desktop,0
59c76ad7-4903-47b7-aebe-58502696fd3c,85.0,mobile,0
3b3cd923-551e-4563-9a30-6acaabddaff3,245.46,mobile,0
d20b5c53-063a-4981-848a-deca64bd404c,375.19,mobile,0
d522d536-6c68-411e-9387-80a2db7d117a,163.47,mobile,0
4a6cfa64-6c15-4a8a-9502-94c49c4f4b22,476.75,desktop,0
aa293cf3-b96d-4605-8e99-cb22143a1b51,86.65,desktop,0
d4cbe49d-fd92-47ee-b7fd-3ec3597680a4,389.01,desktop,0
5796b1d3-4337-442c-9dc8-2d05c3199b01,294.35,desktop,0
6b1760c8-2684-466b-8539-235502a7097d,153.74,mobile,0
e3858cda-c1e7-4c70-b949-4d9f4dcefbf9,139.04,mobile,0
5f95c8fb-18ca-46cd-855b-e18d38278615,313.73,mobile,0
5abd1263-5119-488a-a5af-8427550b1213,362.12,mobile,0
8c3bbb35-1760-46f0-8152-7f0ee6cc1d14,343.04,desktop,0
f9d8083d-ba5e-4480-8d78-4f3ed437240c,490.9,mobile,0
9b998441-8481-4701-ac9b-4c11710d7af1,77.63,mobile,0
53aef05d-4b0f-4d31-bf19-730dabb69cde,115.54,mobile,0
29e473bd-5117-41b4-be92-c274c62bd930,194.8,mobile,0
2c04fed0-5d37-4839-9438-1b36565eb75c,104.64,mobile,0
272bc786-77ef-4d72-8652-1174905b0064,60.74,mobile,0
66ab5f5e-ca1c-4849-b49e-7786ea0dd50f,309.12,mobile,0
907cc9b1-87ca-4285-b699-dc9f26fdcd34,421.32,mobile,0
f4775d6d-0709-4314-b6a2-924370eef214,179.32,desktop,0
0f24c746-c794-4fe5-b4f6-97e51ee226d5,190.54,desktop,0
f0c086dc-b53c-45ad-96fa-ce8818aee1ae,213.64,desktop,0
2186a6c4-a6e4-45ae-8e79-949fea336d05,441.65,mobile,0
7625824f-fb7b-461e-9e61-83896864e76b,346.32,mobile,0
219f017a-a35f-478b-893d-ce85cdbefcb5,80.03,desktop,0
ab016aa3-809b-497f-9b6d-eac2ab0029cd,218.65,desktop,0
d91be74c-11eb-446e-9d9a-27a5fe9b93aa,256.66,desktop,0
4c753bb9-acf7-4a28-8fa0-341db5102b91,169.64,mobile,0
38461ff4-afc3-4f24-a1e0-fb934342a02c,206.68,mobile,1
6be5ec0d-32ab-4150-a202-ef900b82fdfc,344.87,desktop,0
e87e7fbe-a2c6-4efc-9434-ef2b619fd9e2,412.67,desktop,0
3c6a1ee6-8d5b-4e27-a18f-df635b737757,23.21,mobile,1
940f6a64-2b82-43f9-bda1-36a757c9667e,438.61,desktop,0
6c600a1c-b87d-40d5-940d-46a502a2abf9,208.52,desktop,0
95dc6df7-6987-4fd8-b37a-eb376530894d,185.28,desktop,0
48d287bc-8173-48d4-94a2-d29e72196c23,228.18,desktop,0
a6484692-ec5f-453a-9f89-17335e6c3f1a,411.82,desktop,0
b97f9e51-0e23-45e3-9895-38bd8450687b,300.43,mobile,0
4c28797f-2322-4c4f-aa5e-aa191b028d07,476.69,mobile,0
9cea8176-624b-4b52-9136-d1fde666a982,17.36,desktop,0
bd50f2a9-5b97-468b-9206-2bf1e42e7c69,305.75,mobile,0
0f21085d-a11e-4611-99fc-17ef64dd8d6f,346.58,mobile,0
ecb7c8cb-f5de-471e-8315-a457d0515fe9,463.56,desktop,0
28fe9398-cf85-42ee-b108-13b2f98ea57a,249.46,mobile,0
5a6388d2-f2dd-4188-b5ca-ddc57accfadb,168.9,desktop,0
00049ec3-d692-41c6-bea4-a3dd0de58be5,30.3,desktop,0
3d91a5fa-074f-4255-8d0c-36a09b57bf5b,118.06,mobile,0
c7e59e74-69fa-48f0-a33a-58dad7241cf6,71.78,desktop,0
8a2a9886-96b1-45bd-bee6-0d8359784f06,64.29,desktop,0
1c03d594-3997-44c7-a443-9c4ad0f98524,280.83,desktop,0
2836955a-c106-42e9-9551-c3605c678534,493.66,mobile,0
e348177c-4125-414e-9fba-0375759ad2ab,58.46,mobile,0
4863859f-d82f-49b4-8e48-822da1bd4d99,267.53,mobile,0
aaf11951-1785-4576-8bff-42b9267917c2,67.92,desktop,0
8ff6c4d9-dddc-4c74-9557-27634a6421aa,357.7,mobile,0
11cb8f87-d245-4e1b-9c1a-54bb976846d7,118.59,desktop,0
04f9814d-f086-4895-a573-de3e66c2e0bb,141.16,desktop,0
11488ce8-fbe3-43de-9df4-421b9cace9ad,265.51,desktop,0
b736e4f0-8cfc-46c4-a43b-dd2c7b9ee13b,32.74,desktop,0
ac21f6e1-9c6c-4d08-86fe-64904c614a4f,231.89,mobile,0
6d51b726-446f-4086-b025-1e4e58833200,185.5,desktop,0
2747d27a-e48a-484a-b575-843b9de3ee83,348.08,desktop,0
3cb5a1b2-5643-4c74-bc1d-a726f6e6eb10,467.44,mobile,0
d04699ba-357d-4c7e-88dd-9f4c5dd02ca6,167.59,mobile,1
d3be7f1b-6109-4e4c-8f85-4615bfe33ae0,313.92,desktop,0
8f16ad76-d571-4d91-835f-fdf3caa5ddf3,260.43,mobile,0
2d1187f5-c3bb-4f65-b991-177e50661e3e,412.01,desktop,0
e971ae16-9f2b-4db6-ae09-a0c3e0ea29f3,282.58,mobile,0
12cab09e-b67c-4d1c-8774-0662e4dad56d,134.02,desktop,0
3c810b03-d71f-4aa0-9479-780f63c19591,328.56,desktop,0
87d04aeb-4dd2-4df7-a1e9-59aacddbceee,475.18,mobile,0
48e74319-b34e-402f-b29b-ff568b3640b7,218.51,desktop,0
0542c060-8d5e-43ed-aad3-b51280567d4c,455.74,desktop,0
69eb8646-c77d-43ac-88f0-33053a50aaea,39.75,desktop,0
fc839b71-7c61-483a-b5bc-e3bd6e9b06aa,190.26,mobile,0
69e6890b-9578-4088-ac95-88be570c687e,305.85,mobile,0
6b876b2c-a3a2-4095-9911-4e6b4306b53b,264.33,desktop,0
32b23a82-f50a-4313-8d28-b3318e6cc4f9,399.25,mobile,0
